model,roc_auc,pr_auc,brier,ece,mce
weibull_aft,0.9821976672805401,0.7630331229569582,0.036810642141175666,0.40652305285214746,0.7880346674271119
catboost_ensemble,0.9920196439533456,0.8688179205407242,0.015430057261921806,0.20907965931105527,0.5456857870319224
